query,title,price,shipping_time,variable_prod,returns,shipping_price,ebay_article_id,prod_url,ebay_vendor,seller_votes,category,payment_methods,product_state,product_sold_out_text,served_area,reviews
tv 49 pulgadas,Receptor ir 49 pulgadas TV Polaroid P49UP0277A,"11,50 EUR",mar. 6 jul. y el vie. 16 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","13,94 EUR",332812578572,https://www.ebay.es/itm/332812578572?hash=item4d7d2cef0c%3Ag%3AuowAAOSwCE5boqia&LH_BIN=1,tvpartsworld,1523,RecambiosparaTVyHomeAudio,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			Unión Europea,
tv 49 pulgadas,"Tira De Luz De Fondo LED 49LH51_FHD_B S para LG 49LH510V Tv, pantalla de 49"" NC490DUE ABEX1","18,53 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","9,80 EUR",264729421650,https://www.ebay.es/itm/264729421650?hash=item3da31a6752%3Ag%3A2sAAAOSwJ15eu6os&LH_BIN=1,misia109,4706,RecambiosparaTVyHomeAudio,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			,
tv 49 pulgadas,Altavoces TL201710 30079437 49 pulgadas TV Polaroid P49UP0277A,"17,31 EUR",mar. 6 jul. y el vie. 16 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","13,94 EUR",332812596919,https://www.ebay.es/itm/332812596919?hash=item4d7d2d36b7%3Ag%3Af7YAAOSw43Bboqt0&LH_BIN=1,tvpartsworld,1523,RecambiosparaTVyHomeAudio,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			Unión Europea,
tv 49 pulgadas,"Samsung UE49KU6172U 49"" pulgadas LED LCD TV Televisor Power Cable Lead C7 para Reino Unido","11,61 EUR",jue. 8 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","9,67 EUR",324287351662,https://www.ebay.es/itm/324287351662?hash=item4b81084b6e%3Ag%3AlgIAAOSwudpfVlD2&LH_BIN=1,spectrauk,7041,RecambiosparaTVyHomeAudio,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo,,			,
tv 49 pulgadas,"Tira De Led Tipo 49UH61_UHD_A para 49"" LG 49UH610V Led Tv, Pantalla: NC490DGE ABEX5","16,21 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","9,75 EUR",265183227440,https://www.ebay.es/itm/265183227440?hash=item3dbe26ee30%3Ag%3AjOsAAOSwS2VguAIu&LH_BIN=1,misia109,4706,RecambiosparaTVyHomeAudio,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			,
tv 49 pulgadas,"Samsung UE49MU6400U 49"" pulgadas LED LCD TV Televisor Power Cable Lead C7 para Reino Unido","12,77 EUR",jue. 8 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","9,69 EUR",324287366755,https://www.ebay.es/itm/324287366755?hash=item4b81088663%3Ag%3AlgIAAOSwudpfVlD2&LH_BIN=1,spectrauk,7041,RecambiosparaTVyHomeAudio,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo,,			,
adidas superstar,"Adidas Originals ""Superestrella 80 s 'entrenador (B38000)","115,04 EUR",vie. 9 jul. y el mar. 13 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","11,69 EUR",114380371375,https://www.ebay.es/itm/114380371375?_trkparms=ispr%3D1&hash=item1aa199f5af%3Ag%3AP30AAOSwxF1fSSuR&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLiZqbgEKXpdJ6BSzKoVv1k6GUk0FovMrvHo5JqihJfIbAn7nryvH8pON1Yi1xO2LjnQ38WITgeLYEXistN22glIdunmWOjO8N6edW3mASQNUfB%252FYF%252BvWumdrVmlhRHDZJXlBUXjQWTn2HTZHnM0F8ReXY04mIK87KYp4pQvgzxY5V3t0U2De3rSI0BbBOZC1ZItQmwUOuLtk4T24%252FuZfq4JQuJXWedhnnFJjC5CwrKtfz%252FZYfBCJCLJDNioW1A%252Bxa0tj9wP8tdmpZ9kkgw8I0p%252F5nfxEXdMs6cuEIn17hOWg2OXNOk%252FW%252BUpcLnLFSODTEekSNYn6sfWOGRdZViPxZrhIiwVhuQUMXoi1555s98GuSTeNWQ6w36ebUwmig%252FqRnENGuoXTCJVN4iSqqm2lvqHIvAP1OhGmvMW8m69uBA8wsyiZt7uV6bgYlGUruGSMBVVQaaqQD9kzIF9XR7l%252Fzw0mmn4MHeEGGAjFgaq6lX%252F1%252FIRIOtXPnIJEe%252F%252F0Mtbyp%252F9E9paqkrFNUE1N%252BuL3h5Q%252FGKTM6SMJZS696aqwj3y3RyZ49%252BPNuoNh%252BwQ9KF8gpo1K6lZiPs3DtqyHZzcXWM7fagxaT6imxA5k6mqRYeTb3srUKtdsIt%252BNaR720hDu%252Fmoys3yS%252FLace1n3QmHVLEVI0PpzemOlp9Sm4%252Bwj2r2ycsC%252FdFbec2Si660Wt38so1rx1UbujiL3qRRjok1P95VeeUKcyME%252BzPFfaLNAIHf937dN%252FL6k7NCm8Yf8GHa7sRD6uQYBqj8K18F8UZcdUoowd46w8TcVxgdf9cv78RBH%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,shop-fashion,3308,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo en paquete,,			,
adidas superstar,Adidas Superstar Talla 5 (38) Blanco Cuero Con Cordones Entrenadores,"19,75 EUR",vie. 9 jul. y el mar. 13 jul. ,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución","13,89 EUR",124183695034,https://www.ebay.es/itm/124183695034?_trkparms=ispr%3D1&hash=item1ce9ecceba%3Ag%3AOSgAAOSwHv1euXj5&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3GngMGtpO8IxRz8fmu5M5dt5ksEogS5QGQzIFta%252Fn9dQ1Z9t8PcCAJbNReF5DfCQX4VdVI5A%252Bu%252FigY6FuCJeipYVgGyDaB%252BXLhvNyAxoFin3TwaQgT68OH%252FcicKxAfDFGoymP5Gu8c8XYu0w%252BdOJnuWMOQvvE97PMDA4EflZbKB7hyybQwPhvEARuZ3jVNtziHsfocECI%252FIkatTa4qjZUwq4xIuBgO%252F7NcP%252BHMVZnA%252F3iKR0iEoe%252BxTYzvP3oh4xTYbTJkNAr7%252BwbGj4LtawnlP56fTs8ZVan%252Bb3HQ5sjYXJzacQrQo3%252FKX79z81BeYnsP1yIFJJe9c3cpr%252Fu4H54VkASTYmqzvRmblFu1fUIUpTU9%252B6RV8M%252F3saqPLrAsnNj%252BD5YF0tDgGLPd8gTShAiCShPn0AY3Mj6Hn4TeTXnlz4eXwelrEYa5TadWiJK9JNgqUtv%252BXHehxKnk2fmkvwP5aHmgU1SzRxDm8K66xM3RCGreaOOGszi9jMtzdYzW3e51HQlRUK6filmaTgsB3GBd7w6grUfkAqWs%252FTskPS2YNHs6PXwZvK7tMjH5arL41nA2EtAW3HTBDAi1GjebU6map77ek85CLHuXFxDQQ8jpTXYm00%252FHYkhJHjvp3u%252FKYfz9RUDNih45pIIxOzQlEvgrzDvhbPud0LQJ%252FDmPAyP85ikSn5P8vFPm80nvYt%252B92ZBmfmlGVtjt2ypbGaht4Ahvtle3rDGZS3I7MnVGmvNJ05rZB2P72zEfRIvqUZkckmUrf25GPIE3wh4An0xkE6imozrvcZotCou7iASZsBuo56l5%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,pollyjellis,6585,Calzadodemujer,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			,
adidas superstar,Adi Dassler X consorcio Adidas Superstar 80s 10th aniversario Negro,"197,53 EUR",vie. 2 jul. y el jue. 15 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","29,05 EUR",324430338405,https://www.ebay.es/itm/324430338405?hash=item4b898e1965%3Ag%3A6o8AAOSwCd9dLICX&LH_BIN=1,newera59fifty,3616,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo en paquete,,			Todo el mundo,
adidas superstar,Adidas Originales Superstar Los Simpsons 'squishee' UK6.5 US7 EU40 H05789,"151,05 EUR",vie. 9 jul. y el mar. 13 jul. ,,No se aceptan devoluciones,"12,35 EUR",114870632555,https://www.ebay.es/itm/114870632555?hash=item1abed2c06b%3Ag%3AD8wAAOSwwgRgi-ii&LH_BIN=1,bheng03,483,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo en paquete,,			,
adidas superstar,UK11 Adidas Superstar 2 Triple Zapatillas Estilo Retro Blanco-G17609-EU46,"34,85 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","10,24 EUR",224200484559,https://www.ebay.es/itm/224200484559?hash=item343363e6cf%3Ag%3AZ%7E0AAOSwVJ9fjXbh&LH_BIN=1,backscope,1327,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			,
adidas superstar,Adidas Lego Superstar Zapatillas Tamaño 9,"197,53 EUR",mar. 13 jul.  y el jue. 15 jul. ,,No se aceptan devoluciones,"13,19 EUR",174817031257,https://www.ebay.es/itm/174817031257?hash=item28b3e83459%3Ag%3AJrUAAOSwVBdg16M8&LH_BIN=1,stephanie-claire-webster,1235,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo en paquete,,			,
adidas superstar,Zapatillas para hombre Blanco ADIDAS SUPERSTAR Size UK 7.5,"63,91 EUR",vie. 9 jul. y el mar. 13 jul. ,,No se aceptan devoluciones,"17,73 EUR",233206081662,https://www.ebay.es/itm/233206081662?hash=item364c2a687e%3Ag%3Aa9gAAOSwOANcjnbJ&LH_BIN=1,finchmister71,1441,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			,
adidas superstar,"Adidas Superstar ""Nube Blanco/Core Negro/Li"" Zapatillas Todas Las Tallas Stock Limitado","151,05 EUR",vie. 9 jul. y el mar. 20 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","23,24 EUR",184817930958,https://www.ebay.es/itm/184817930958?hash=item2b0801d2ce%3Ag%3AUwoAAOSwvoJgky1B&LH_BIN=1,allaboutsneakersss,3831,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo en paquete,,			Todo el mundo,
adidas superstar,2020 Adidas Superstar UK8/US8.5 Negro blanco apagado Originals Nuevo Y En Caja Nuevo,"58,09 EUR",mié. 7 jul. y el sáb. 17 jul. ,,No se aceptan devoluciones,"16,27 EUR",255030590979,https://www.ebay.es/itm/255030590979?hash=item3b6101fe03%3Ag%3A0xQAAOSwUtZg103E&LH_BIN=1,marathonvintage,1685,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo en paquete,,			Todo el mundo,
adidas superstar,Adidas Superstar Zapatillas Para Hombre Blanco Talla 7.5 U. K Genuinos Auténticos,"20,90 EUR",mié. 14 jul.  y el lun. 19 jul. ,,No se aceptan devoluciones,"9,98 EUR",284349219040,https://www.ebay.es/itm/284349219040?hash=item423488c0e0%3Ag%3AEkwAAOSwkJdg2G5T&LH_BIN=1,all-sorts-and-more,2737,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			,
adidas superstar,Adidas Superstar Niñas/Zapatillas para mujer blanco y oro-UK Size 3.5,"15,09 EUR",mar. 13 jul.  y el jue. 15 jul. ,,No se aceptan devoluciones,"13,46 EUR",133775735991,https://www.ebay.es/itm/133775735991?hash=item1f25a7bcb7%3Ag%3AGW4AAOSwbEBgs5LE&LH_BIN=1,seller-jez1983,514,Calzadodemujer,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Usado,,			,
adidas superstar,Adidas Superstar Tweed,"81,34 EUR",jue. 8 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"11,07 EUR",194179238133,https://www.ebay.es/itm/194179238133?hash=item2d35fc08f5%3Ag%3AJ7MAAOSwfLJguKWJ&LH_BIN=1,stuartlyons2005,317,Calzadodehombre,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo en paquete,,			,
xiaomi redmi note 8 pro,Xiaomi Redmi note 10 Pro 8+128G Smartphone Snapdragon 732G AMOLED EU Version,"499,00 EUR",mié. 7 jul. y el jue. 8 jul.,"<span id=""sel-msku-variation"" style=""display:none"">585751794887</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,284198453146,https://www.ebay.es/itm/284198453146?_trkparms=ispr%3D1&hash=item422b8c3f9a%3Ag%3A%7ElcAAOSwyOpgd%7Eaw&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSwcmzw5CLtzTE60FqHcnq2GsD7SFUbc3wY3V1E6uAbqdCv%252Fg3Y4vAvuePkq5pWZNTR4ol718ECN0U36a%252F6b0nRiIVnXfpGaxu4BGMCZVffP9YizJ8C0LGV34omKRHw94gixy%252Bar%252FhUJvPcZ4Qa0h0Q6%252BoXogTJhOa8BcM%252F5wjcry3OaUc7CMf2QUE0fMdtn%252BSbZ3gigX4eOODMGU63AXHQxwdlec2AEnlAB2cJxsfJ6gdkcBjQ1wmovc0DismPrQXFlpzHgrhs3eysAE%252Fm7ynG4VZDklWZBr63QFGCmXtSZeYh3DbnQUaEYqOLMiv2eJ%252B4rPaxPIg8ai9552J811vi6NJZNEqElEUNMdpxh5z97TSgqDL1UXSN6Mz5KDM%252F%252F8S2oxbkpgCQmX755Dwikt3gPwGNJT7jfGpoPhs21Ccf8AjxDMtt9Jnuxh31VVkg1MgXCgHApHIuKgp4BgFy%252Bt%252BfhbyLbHpPslsk1MxhmUSPeUQ8Or0ENJwL%252BTwWMo%252FTD2PXy6P5t3deNT71ynhGismet%252Fyg2ECN5z%252Fogccgn1NDgRjsC1lNJssz%252BCuB9JgDegu83prDw0zqFjIqxg606bh5K7xn4ZXmt95D9SL4bSd3RIx4IXBIX6UuqRl2zSyzClbStvuupQ6y8%252By6DcYM5SaE9jGppPpi%252FLo77gmNuVUWxpxhIG%252B4p1Sd%252BdsNadb%252FtdR%252FEYalE8s9OpDLsFWDQtifVUTVQRujiTr1Ynsc4i%252Bzr1KGCvLT37zZ5J%252FrrdixRAn69gksnmi1Qvk0hNFqKbLIoHKWW7OjD85jo%252FRcWFrQCMktrexELavU%252B88%252Bh7IVDby%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,shopmi-es,1222,Movilesytelefonia,"PayPal,Google Pay,Visa,Tarjeta Master,Amex",Nuevo,,			España,
