title,price,query,shipping_time,variable_prod,returns,shipping_price,ebay_article_id,prod_url,ebay_vendor,seller_votes,category,payment_methods,prod_specs,product_state,prod_description,served_area,reviews,product_sold_out_text,import_taxes
Bolso Bimba y Lola original ,"50,00 EUR",bolso bimba y lola,mar. 10 ago.  y el mié. 11 ago. ,,No se aceptan devoluciones,"7,00 EUR",323780236682,https://www.ebay.es/itm/323780236682?hash=item4b62ce558a%3Ag%3AT9kAAOSwGvFgA2Om&LH_BIN=1,orgolida,547,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Usado :   Un artículo que se ha usado con anterioridad. En el anuncio del vendedor encontrarás todos los detalles y una descripción de los desperfectos, si los hay.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña': '“en buen estado”'}",Usado,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><div>Bolso original de Bimba y Lola. En muy buen estado. Asas, esquinas, sin desperfectos. Ganchos y logotipo, sin rayones.</div><div><div><div style=""font-family: Arial; font-size: 14pt;""><font face=""Arial"" size=""4""><br></font></div><div><div><font face=""Arial"">Consultar el precio del envío para islas y Baleares y países fuera de la union europea.</font></div><div><font face=""Arial""><br></font></div><div><font face=""Arial""><br></font></div><div><font face=""Arial"">Si no estas seguro que te gusta el articulo no compres y no perjudiques la venta.</font></div><div><font face=""Arial"">Sin reservas, sin ofertas.</font></div></div></div></div></font></font></font></font></font></font></font></font></font></font></font></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/323780236682?hash=item4b62ce558a%3Ag%3AT9kAAOSwGvFgA2Om&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			Todo el mundo,,,
Bolso shopper Bimba y Lola negro de nylon. Nuevo.,"49,00 EUR",bolso bimba y lola,mar. 17 ago.  y el jue. 19 ago. ,,No se aceptan devoluciones,"5,00 EUR",353606444578,https://www.ebay.es/itm/353606444578?hash=item5254962622%3Ag%3Ak9QAAOSw%7EZRhCpBl&LH_BIN=1,cllva0,0,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Estado:': 'Nuevo sin etiquetas: Un artículo nuevo, sin usar y sin estrenar, que no se encuentra en su paquete original para venta en tiendas o que carece de parte de dicho empaquetado (como la caja o la bolsa originales). Puede que no incluya las etiquetas originales. Por ejemplo, unos zapatos nuevos (sin señal alguna de uso) que no vinieran en su caja original entrarían en esta categoría.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña... Más informaciónsobre el estado', 'Marca:': 'BIMBA Y LOLA', 'Tema:': 'ropa, Viajes, Moda, Al aire libre, Clásico, Estrella, Italiano, Moderno, Pijo, Princesa, Transporte, Vistoso', 'Color:': 'Negro', 'Material del forro:': 'Microfibra', 'Personaje:': 'Bolsa', 'Material:': 'Poliéster, Nailon', 'Departamento:': 'Mujer', 'Línea de producto:': 'Michael Kors Cosmetic Bag', 'Estilo:': 'Bolso'}",Nuevo sin etiquetas,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\tBolso shopper Bimba y Lola negro de nylon. Vendo bolso nuevo de Bimba y Lola porque no lo uso.\xa0<div>En perfecto estado, no tiene ni una marca porque está a estrenar.\xa0</div><div>Dentro hay un bolsillo pequeño con el logo que Bimba y Lola y tiene mucho espacio.</div></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/353606444578?hash=item5254962622%3Ag%3Ak9QAAOSw%7EZRhCpBl&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			España,,,
Bimba y Lola Negro Multicolor a Rayas clutch bag nuevo sin etiquetas,"29,34 EUR",bolso bimba y lola,vie. 13 ago.  y el mar. 17 ago. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","10,20 EUR",224550303777,https://www.ebay.es/itm/224550303777?hash=item34483db821%3Ag%3Ab44AAOSwl1Bg%7Envm&LH_BIN=1,dcsportsltd,2804,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Estado:': 'Nuevo sin etiquetas: Un artículo nuevo, sin usar y sin estrenar, que no se encuentra en su paquete original para venta en tiendas o que carece de parte de dicho empaquetado (como la caja o la bolsa originales). Puede que no incluya las etiquetas originales. Por ejemplo, unos zapatos nuevos (sin señal alguna de uso) que no vinieran en su caja original entrarían en esta categoría.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña... Más informaciónsobre el estado', 'Colour:': 'Black', 'Material:': 'Synthetic', 'Department:': 'Women', 'Pattern:': 'Striped', 'Style:': 'Clutch', 'Brand:': 'BIMBA Y LOLA'}",Nuevo sin etiquetas,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<font rwr=""1"" size=""4"" style=""font-family:Arial"">Bimba Y Lola Black Multicolour Stripe Clutch Bag BRAND NEW WITHOUT TAGS.</font></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/224550303777?hash=item34483db821%3Ag%3Ab44AAOSwl1Bg%7Envm&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			,,,"GBP 9,88"
BOLSO BIMBA Y LOLA  BANDOLERA,"45,00 EUR",bolso bimba y lola,mié. 11 ago.  y el vie. 13 ago. ,,No se aceptan devoluciones,"8,00 EUR",254683694296,https://www.ebay.es/itm/254683694296?hash=item3b4c54c4d8%3Ag%3AR6gAAOSw%7E-dfMczX&LH_BIN=1,sevillano1962,597,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Estado:': 'Usado: Un artículo que se ha usado con anterioridad. En el anuncio del vendedor encontrarás todos los detalles y una descripción de los desperfectos, si los hay.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña... Más informaciónsobre el estado', 'Marca:': 'BIMBA Y LOLA', 'Personaje:': 'Bolsa', 'Ocasión:': 'Casual', 'Departamento:': 'Mujer', 'Color:': 'Azul', 'Detalles:': 'Con cremallera, Logo', 'Material del forro:': 'Tela', 'Cierre:': 'Cremallera', 'Material:': 'Piel', 'Tamaño:': 'Mediano', 'Línea de producto:': 'Bimba y Lola', 'Estilo:': 'Bandolera'}",Usado,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<p>BOLSO BIMBA Y LOLA .</p><br><p>Vendo bolso Bimba y Lola en color azul grisáceo en bandolera auténtico</p><p>Medidas 19x 29x 10 aproximadamente </p><p>Tamaño mediano con cremallera </p><p>En buen estado sin roces ni marcas</p><p>Un clásico de la marca </p><p>Ya no venden este modelo </p><p>Cualquier duda solo tiene que contactar conmigo</p></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/254683694296?hash=item3b4c54c4d8%3Ag%3AR6gAAOSw%7E-dfMczX&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			España,,,
bolso bimba y lola Rosa ,"90,00 EUR",bolso bimba y lola,jue. 12 ago.  y el lun. 16 ago. ,,No se aceptan devoluciones,GRATIS,164582217138,https://www.ebay.es/itm/164582217138?hash=item2651dd55b2%3Ag%3ACIIAAOSwhJJf2Kir&LH_BIN=1,2dmentes,238,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Estado:': 'Usado: Un artículo que se ha usado con anterioridad. En el anuncio del vendedor encontrarás todos los detalles y una descripción de los desperfectos, si los hay.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña... Más informaciónsobre el estado', 'Tema:': 'Rosas', 'Departamento:': 'Mujer', 'Marca:': 'BIMBA Y LOLA', 'Estilo:': 'Bolso', 'Color:': 'Rosa', 'Material:': 'PVC', 'Personaje:': 'Bolsa'}",Usado,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<p>precioso bolso de BIMBA y LOLA pvc en color rosa con cinta bandolera regulable en negro y detalles en dorado. usado en un par de ocasiones, esta nuevo.  Medidas: 20X16X10</p></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/164582217138?hash=item2651dd55b2%3Ag%3ACIIAAOSwhJJf2Kir&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			Unión Europea,,,
Bimba y lola bolso,"52,84 EUR",bolso bimba y lola,mar. 17 ago.  y el jue. 19 ago. ,,No se aceptan devoluciones,"15,45 EUR",334100888191,https://www.ebay.es/itm/334100888191?hash=item4dc9f6fa7f%3Ag%3AXSEAAOSwgCBhCl%7E4&LH_BIN=1,thriftynomics,546,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Estado:': 'Usado: Un artículo que se ha usado con anterioridad. En el anuncio del vendedor encontrarás todos los detalles y una descripción de los desperfectos, si los hay.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña... Más informaciónsobre el estado', 'Brand:': 'BIMBA Y LOLA', 'Material:': 'PVC', 'Department:': 'Women', 'Colour:': 'Red', 'Style:': 'Crossbody'}",Usado,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<p>Bimba Y Lola Bag. </p><p>Deep red mock croc PVC bag </p><p>Gold detailing </p><p>Lightly used so in very good condition </p><p>Measurements included in pictures</p><br><p>Please feel free to ask any questions :)</p></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/334100888191?hash=item4dc9f6fa7f%3Ag%3AXSEAAOSwgCBhCl%7E4&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			,,,"GBP 13,97"
Bolso Bimba y Lola ,"40,00 EUR",bolso bimba y lola,mar. 10 ago.  y el mié. 11 ago. ,,No se aceptan devoluciones,"7,00 EUR",324135496780,https://www.ebay.es/itm/324135496780?hash=item4b77fb2c4c%3Ag%3AMd8AAOSwQR5fBGQl&LH_BIN=1,orgolida,547,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Usado :   Un artículo que se ha usado con anterioridad. En el anuncio del vendedor encontrarás todos los detalles y una descripción de los desperfectos, si los hay.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña': '“En muy buen estado”'}",Usado,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<div><div><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial"">Bolso bandolera Bimba y Lola original. En muy buen estado. Sin desgaste.</font></font></font></font></div><div><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial"">Incluye llavero original y funda.<br><div><br></div><div><br></div><div><font size=""4"" style=""font-family: -webkit-standard;""><font face=""Arial"">Consultar el precio del envío\xa0para islas y Baleares y países fuera de la union europea.</font><br></font><font rwr=""1"" style=""font-size: 14pt;""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1""><font rwr=""1""><font rwr=""1""><div style=""font-size: 14pt;""><br></div><div style=""font-size: 14pt;""><font face=""Arial"" size=""2""><br></font></div><div style=""font-size: 14pt;""><font face=""Arial"" size=""5""><b>Si no estas seguro que te gusta el articulo no compres y no perjudiques la venta.</b></font></div><div style=""font-size: 14pt;""><font face=""Arial"" size=""5""><b>Sin reservas, sin ofertas.</b></font></div></font></font></font></font></font></font></font></div></font></font></font></font></div></div></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/324135496780?hash=item4b77fb2c4c%3Ag%3AMd8AAOSwQR5fBGQl&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			Todo el mundo,,,
Bolso Bimba y Lola ,"35,00 EUR",bolso bimba y lola,mar. 10 ago.  y el mié. 11 ago. ,,No se aceptan devoluciones,"7,00 EUR",323781162370,https://www.ebay.es/itm/323781162370?hash=item4b62dc7582%3Ag%3AEzQAAOSwOqtgA2U-&LH_BIN=1,orgolida,547,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Nuevo sin etiquetas :   Un artículo nuevo, sin usar y sin estrenar, que no se encuentra en su paquete original para venta en tiendas o que carece de parte de dicho empaquetado (como la caja o la bolsa originales). Puede que no incluya las etiquetas originales. Por ejemplo, unos zapatos nuevos (sin señal alguna de uso) que no vinieran en su caja original entrarían en esta categoría.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña': '“Buen estado.”'}",Nuevo sin etiquetas,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4"" style=""font-family:Arial""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><font rwr=""1"" size=""4""><div><div>Mediano bolso de Bimba y Lola.</div><div>Color muy llamativo ( amarillo neon).</div><div>Lo use en dos ocasiones, se puede ver en las fotos, esquinas limpias, sin desgaste.\xa0</div><div>Debajo también ( dorado).</div><div>Ha sido guardado demasiado tiempo, en mi armario.</div><div>Tiene pequeñas manchas ( ver fotos), parecieron, después de guardarlo😔. No se, por que salieron.</div><div>No se notan, puesto.</div><div>Tamaño amplio.</div></div><div><div><div style=""font-family: Arial; font-size: 14pt;""><font face=""Arial"" size=""4""><br></font></div><div><div><font face=""Arial"">Consultar el precio del envío para islas y Baleares y países fuera de la union europea.</font></div><div><font face=""Arial""><br></font></div><div><font face=""Arial""><br></font></div><div><font face=""Arial"">Si no estas seguro que te gusta el articulo no compres y no perjudiques la venta.</font></div><div><font face=""Arial"">Sin reservas, sin ofertas.</font></div></div></div></div></font></font></font></font></font></font></font></font></font></font></font></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/323781162370?hash=item4b62dc7582%3Ag%3AEzQAAOSwOqtgA2U-&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			Todo el mundo,,,
Bolso rayas Bimba y Lola NUEVO,"27,00 EUR",bolso bimba y lola,mié. 11 ago.  y el vie. 13 ago. ,,No se aceptan devoluciones,"8,00 EUR",223471448390,https://www.ebay.es/itm/223471448390?hash=item3407efb146%3Ag%3A9DAAAOSwTOtasDut&LH_BIN=1,saranela2014,106,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Estado:': 'Nuevo con etiquetas: Un artículo nuevo, sin usar y sin estrenar, en el paquete original (por ejemplo, la caja o bolsa originales) y/o con las etiquetas originales.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña... Más informaciónsobre el estado'}",Nuevo con etiquetas,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<font rwr=""1"" size=""4"" style=""font-family:Arial"">Ideal bolsito de rayas en Burdeos y negro,combinado con hebilla y bandolera regulable de piel.De Bimba y Lola.Nuevo con etiqueta.Medidas 14cm ancho,18cm alto y 7cm fondo.</font></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/223471448390?hash=item3407efb146%3Ag%3A9DAAAOSwTOtasDut&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			España,,,
Bimba y lola bolso Arena arenisca manija y correa de hombro desmontable de tela,"62,22 EUR",bolso bimba y lola,mar. 17 ago.  y el jue. 19 ago. ,,No se aceptan devoluciones,"10,69 EUR",393465744564,https://www.ebay.es/itm/393465744564?hash=item5b9c62ccb4%3Ag%3AtUsAAOSw08dgc1A7&LH_BIN=1,roli_9234,54,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Estado:': 'Nuevo con etiquetas: Un artículo nuevo, sin usar y sin estrenar, en el paquete original (por ejemplo, la caja o bolsa originales) y/o con las etiquetas originales.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña... Más informaciónsobre el estado', 'Brand:': 'BIMBA Y LOLA', 'Lining Material:': 'Fabric', 'Bag Width:': '27 cm', 'Style:': 'Tote', 'Department:': 'Women', 'Material:': 'Fabric', 'Bag Height:': '23 cm', 'Bag Depth:': '15 cm', 'Handle Style:': 'Shoulder Strap', 'Colour:': 'Sand Colored', 'Size:': 'Medium'}",Nuevo con etiquetas,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<p>BIMBA Y LOLA SAND TOTE BAG SANDSTONE Handle and removable fabric shoulder strap. </p><p>Condition is brand new with a dust bag. </p><p>Free UK Delivery!</p><br><p>BIMBA Y LOLA sand-colored tote bag from the Olympia Collection, a collection in technical fabric updated with new colors and sizes. Medium-size model with a zip fastener. Handle and removable fabric shoulder strap. Exterior customised with the metallic logo. </p><p>Details</p><p>Soft design</p><p>Zip fastener</p><p>Handle and shoulder strap</p><p>Flat interior pocket</p><p>Interior customised with label with logo</p><p>Metallic silver-colored finishes</p><p>Approximate measurements: 27 x 23 x 15 cm</p></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/393465744564?hash=item5b9c62ccb4%3Ag%3AtUsAAOSw08dgc1A7&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			,,,"GBP 14,80"
Bimba y Lola bolso,"26,00 EUR",bolso bimba y lola,jue. 12 ago.  y el lun. 16 ago. ,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución","10,00 EUR",274819528558,https://www.ebay.es/itm/274819528558?hash=item3ffc85376e%3Ag%3AZK0AAOSwadJgnA8B&LH_BIN=1,depastur,142,Ropazapatosyaccesoriosdemujer,"PayPal,Apple Pay,Google Pay,Visa,Tarjeta Master,Amex","{'Usado :   Un artículo que se ha usado con anterioridad. En el anuncio del vendedor encontrarás todos los detalles y una descripción de los desperfectos, si los hay.Ver todas las definiciones de estado: se abre en una nueva ventana o pestaña': '“Buen estado”'}",Usado,"['<body><table align=""center"" style=""border-spacing: 0px; width: 100%;"">\n\t<tr>\n\t\t<td>\n\t\t\t<div id=""ds_div"">\n\t\t\t\t\t\t\t<font rwr=""1"" style=\'font-family: ""Times New Roman""; font-size: medium;\'><div style=""text-align: center;""><font color=""#ad001f""><i><font face=""Georgia"" size=""7"">\xa0\xa0</font></i></font><span style=""color: rgb(135, 87, 53); font-family: Georgia; font-size: xx-large; font-style: italic; font-weight: bold;"">bolso</span><font color=""#ad001f"" style=""font-size: 14pt;""><i><font face=""Georgia"" size=""7"">\xa0Bimba y Lola </font></i></font><font face=""Georgia"" style=""color: rgb(0, 102, 94); font-size: xx-large; font-style: italic; font-weight: bold;"">\xa0bandolera</font></div></font><div style=""font-size: 14pt;""><font rwr=""1"" style=""font-size: 14pt;""><div style=""text-align: center;""><font color=""#875735"" face=""Georgia"" size=""6""><b><i><br></i></b></font></div><font rwr=""1"" style=""font-size: 14pt;""><div style=""text-align: center;""><font color=""#875735"" face=""Georgia""><b><i><font size=""6"">\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 bolso esta como seve en las fotos</font></i></b></font></div><div style=""text-align: center;""><font color=""#875735"" face=""Georgia""><b><i><font size=""6""><br></font></i></b></font></div><div style=""text-align: center;""><font color=""#875735"" face=""Georgia""><b><i><font size=""6"">\xa0 \xa0 \xa0 medidas alto 16cm x ancho 24cm x fondo 6cm,correa regulable 124cm.</font></i></b></font></div><div style=""text-align: center;""><b style=""color: rgb(64, 134, 65); font-family: Georgia; font-size: x-large;""><i>Buen\xa0 estado.</i></b></div></font></font><div><div id=""ds_div""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><font rwr=""1""><div style=\'font-size: 14pt; text-align: center; font-family: """";\'><b style=\'color: rgb(138, 0, 53); font-family: ""Maison Neue"", ""Helvetica Neue"", Helvetica-Neue, Arial, sans-serif; font-size: xx-large; white-space: pre-line; background-color: rgb(255, 255, 255);\'><i>Envio por todo el mundo.</i></b></div><div style=\'text-align: center; font-family: """";\'><b style=""font-family: Georgia;""><i><font size=""5"" style=""color: rgb(0, 66, 154);"">Descuento</font><font color=""#f30094"" size=""6"">\xa04,00euro</font><font size=""5"" style=""color: rgb(0, 66, 154);"">\xa0de envio por cada articulo adicional</font></i></b></div></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></font></div></div></div></div>\n\t\t\t\t\t\t</td>\n\t</tr>\n</table><span id=""closeHtml""></span>\n<script type=""text/javascript"">\r\n\t\tvar _rfr = \'https://www.ebay.es/itm/274819528558?hash=item3ffc85376e%3Ag%3AZK0AAOSwadJgnA8B&LH_BIN=1\';\r\n\t</script>\r\n\t<script src=""https://ir.ebaystatic.com/rs/v/1yzqmzxk3a3utciscis2t10n1uu.js"" type=""text/javascript""></script></body>']",			Todo el mundo,,,
