query,title,price,shipping_time,variable_prod,returns,shipping_price,ebay_article_id,prod_url,ebay_vendor,category,subcategory,product_state,product_sold_out_text
mesita noche,Mesita de noche con 2 cajones madera maciza mango cómoda MDF boho WOMO-DESIGN®,"119,95 EUR",mar. 6 jul. y el jue. 15 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,234044543930,https://www.ebay.es/itm/234044543930?_trkparms=ispr%3D1&hash=item367e2453ba%3Ag%3Akr8AAOSwnzdgv1Lw&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSRAQR8FABHjfpFoyRlXhWmWYeCLOPMkq1ZNyqUDJ3lCFaoMbFp2x9zeqvcRqeHYaMqdPHyGwWRCZchgmltxaFyChrxR4sdMO4ViiieVOhym%252Bu%252BbmSgEMwnXl7694xbVzTR00xtiK0K%252BF5ZNSOlUQ64%252BfdJWfa7BR9hFJFayMkiaPMwHA1P8F77KaZ95vyjI3na2kQne%252Bv0%252B4bFzeUUUUhiwFokymxBoqU4nQ7vaq1BXUh0HgsGyrqJ3%252FXxV%252Fq79FsfTTQfHZ7GAJAlCoty5mmLHC0wshH16nIadeBPBFZnYQDxQM1irknC18Ft7avSmjmzzHv9QJBJTl6w6yFXI9%252B1wHZGi3RavuhrVbhevLkwzzIW3EqNcbsOwhv1vTD3oHrU00PLP2BgRo4ZBF4kAH66dsgjGH2DLkTijYvIRGNkoEoPN6fm133TpvfkydbCZgqCtapN816Wu6I2c4xaOlcXgONfGHPBy4bZC733SkacEXBVZP3%252BVIaYOibIBzCmybilqkdc%252Bb%252BTi8nERskpg9tD3OmhkAnD0idBWPXb0eAaSL3bpOGWd6T5NF8b1%252FzcGifpSSzaKr%252FX2VW71qSRYPIs7stGmAN2smEXDzeV3o8%252BZXyh2Hgl8DCxkB5Qaf0wExIeYb2t6fu9wppc2cUZJffFGhz5Hw3K3Crjb30hI6n9AMx0I3adg%252F5RpJpgDYS3WO5ezvg6yOCSk1DbZo18vKOxQDpfSHcyyjOEFUqy6kIl0IMINio%252FoeIzOo%252BV%252F99Xgf8gV5WFmK%252Bnl7dfDIQM0RhPk7tLILgmoLMNGAoHxlzQKVfyUpSV4Ah5vmQKHQPoo4t%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,ecd-germany,Muebles,,Nuevo,
mesita noche,Mesilla de Noche Mesita Almacenamiento Cama Café Dormitorio Habitación Retro,"57,95 EUR c/u",vie. 9 jul. y el jue. 22 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,203481590531,https://www.ebay.es/itm/203481590531?hash=item2f6072ab03%3Ag%3AyQcAAOSwH9tf7UVC&LH_BIN=1,besthome4you,Muebles,,Nuevo,
mesita noche,vidaXL Mesita de Noche Negro Brillante Aglomerado Armario Auxiliar de Cama,"37,99 EUR",mié. 7 jul. y el jue. 8 jul.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,274478988116,https://www.ebay.es/itm/274478988116?hash=item3fe838fb54%3Ag%3AYOAAAOSw765fzbzk&LH_BIN=1,vidaxl-es,Muebles,,Nuevo,
mesita noche,"SoBuy Mesita de Noche con 2 cajones Consola Mesa Auxiliar para salón FBT86-W,ES","39,95 EUR",vie. 2 jul. y el jue. 15 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","10,99 EUR",233438796012,https://www.ebay.es/itm/233438796012?_trkparms=ispr%3D1&hash=item365a0958ec%3Ag%3AVOgAAOSwlTBd-ybT&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSRAQR8FABHjfpFoyRlXhWmRG7clwHXOjqhc22P06pTVfcU99MbHb0h5v5LnRIz%252F%252BmfzCS%252FO8X2mEV4l7L7BDeeAY%252F0EWbzyRHz7E57v41ii7n%252F1mahKGX8Eupwl6xWu5%252BaB20mh2YKRba1SKdqRPI6rrJrc8d8vTiQAwGLp%252B4MfYehjdStfeDNO5w2%252FHXA%252B3hnSibqqWkmNJhrk8M%252BHo5xz%252FPv7Uaos1i4G9Xym4Vwo%252BRCZ%252FUu1T1YlByRuvsAYHvXwJ6tf6a9usv4bsa0htz%252FdQ%252FcOGgm0U7vKUOFPSdVIuMOu%252BHMnncCzpG02pULJRdz9ytiba3GrVorR%252FKwQHL5iYcj9SxgWCAy8ujTT2oX4bugyK12LF2GfONzlaSgMv%252BQxXzsFJA2i0shwAetvdzZN%252Bf5V3kEPVWwG65c5PJIUKsKUOdPx40c9D0kItBKInxMk8%252FsZOyETykQ2Ai8ay8EYJCeYTYk1E7CWPxlkfCCst3agXmUTbza%252ByvfKElFZHRsnOX7oGoD4BGf26xjYC0Qhhy1xjFSyKgCeudH%252Fu3Nb5cxomCgTavlNnPIqW9zjCGsQ15QHJT%252BA9x3bPeJDcBVHFTQmppYxak1F%252F4yKDGICoSjkOtXr2yrSR1Q5Pop4djTlO1vNyL62PS5IF%252FFKMYGDGJzyrk8WWiQx2iZqU2tuckqkQslxAGkTMSIerWjFmd6TftrpLCf%252Fn8J0aE%252Bixka4H18w5CxnIWywwD0vYpmeJplGkygRJ8xsgm6pRebLx85bsPwDbwSBg%252FQXaFwNCOOFM1x6E87yGFbOFMP1NgDetKFUs0gQksSPQUnRQ59SF9%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,sobuycommercialgmbh,Muebles,,Nuevo,
mesita noche,Ridgeyard Mesilla Noche Mesita Retro Dormitorio Habitación Cama Cajón Estante,"59,49 EUR c/u",vie. 9 jul. y el jue. 22 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,265183678617,https://www.ebay.es/itm/265183678617?hash=item3dbe2dd099%3Ag%3AfH8AAOSwaAdf2FEi&LH_BIN=1,homegoods_mart,Mesillasdenoche,,Nuevo,
mesita noche,Mesita de Noche Blanca con 3 Cajones 45 x 35 x 60cm para Dormitorio Salón Cómoda,"59,99 EUR",lun. 5 jul. y el lun. 12 jul. ,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución",GRATIS,254781741839,https://www.ebay.es/itm/254781741839?hash=item3b522cdb0f%3Ag%3AMxkAAOSw9FlfyfKI&LH_BIN=1,yahee-2014,Muebles,,Nuevo,
mesita noche,Mesita de noche cambrian Dana 3 cajones habitacion matrimonio juvenil 49x41x40cm,"66,00 EUR",mar. 6 jul. y el jue. 8 jul.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,324594674341,https://www.ebay.es/itm/324594674341?hash=item4b9359aaa5%3Ag%3AYSMAAOSwEfZgiSMl&LH_BIN=1,miroytengo,Muebles,,Nuevo,
mesita noche,"Mesita de noche 1 cajon y 1 estante, mesilla auxiliar dormitorio, haya y blanco","69,99 EUR",lun. 05 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",Rápido y gratis,313559220656,https://www.ebay.es/itm/313559220656?hash=item49019601b0%3Ag%3A%7EwMAAOSwfgVgyZZf&LH_BIN=1,kewayes,Muebles,,Nuevo,
mesita noche,ML-DESIGN Mesita de noche mueble para dormitorio cómoda blanca mesa a elegir,"36,95 EUR",mar. 6 jul. y el jue. 15 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,265149261479,https://www.ebay.es/itm/265149261479?hash=item3dbc20a6a7%3Ag%3A73UAAOSwDKtgkoPR&LH_BIN=1,ecd-germany,Camasycolchones,,Nuevo,
mesita noche,vidaXL Mesita de Noche 3 Cajones Estampados MDF Marrón Gris Mostaza Mesilla,"91,99 EUR",mié. 7 jul. y el jue. 8 jul.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,401195577068,https://www.ebay.es/itm/401195577068?hash=item5d691eaeec%3Ag%3AS0MAAOSwqExcrstH&LH_BIN=1,vidaxl-es,Muebles,,Nuevo,
mesita noche,Mesilla de Noche Mesita Mesa Dormitorio Habitación Cama Café Cajón Estante Retro,"59,00 EUR",vie. 9 jul. y el jue. 22 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,353523621765,https://www.ebay.es/itm/353523621765?hash=item524fa65f85%3Ag%3AKUkAAOSwEvJf2FEs&LH_BIN=1,homedailyplazas,Muebles,,Nuevo,
mesita noche,Mesita de Noche 2 Cajones Para Dormitorio Almacenaje Madera Armario Práctico,"58,01 EUR",vie. 9 jul. y el jue. 22 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,284121198163,https://www.ebay.es/itm/284121198163?hash=item4226f16e53%3Ag%3APnMAAOSwXR1gL6gm&LH_BIN=1,hometycoon,Muebles,,Nuevo,
mesita noche,Mesita noche blanca alta 2 cajones Fiano dormitorio moderna nordico 60x40x30 cm,"54,00 EUR",mar. 6 jul. y el jue. 8 jul.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,224019194050,https://www.ebay.es/itm/224019194050?hash=item342895a0c2%3Ag%3A7j4AAOSwsQJex7QD&LH_BIN=1,miroytengo,Muebles,,Nuevo,
mesita noche,Ridgeyard Mesita de Noche Mesilla Mesa Habitación Cama Cajón Caja Retro,"58,47 EUR",vie. 9 jul. y el jue. 22 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,304018611047,https://www.ebay.es/itm/304018611047?hash=item46c8ebdb67%3Ag%3A4dUAAOSwZ6VgERbF&LH_BIN=1,homemaxmart,Muebles,,Nuevo,
mesita noche,[en.casa]® Mesilla de noche mesita con 3 cajones blanca mesa auxiliar moderna,"65,99 EUR",jue. 15 jul.  y el lun. 2 ago.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,313339194185,https://www.ebay.es/itm/313339194185?hash=item48f478ab49%3Ag%3AyEYAAOSwPDtf05OU&LH_BIN=1,premium-direkt,Muebles,,Nuevo,
mesita noche,Ridgeyard Mesita Mesilla Noche Dormitorio Habitación Cama Cajón Retro,"57,49 EUR",vie. 9 jul. y el jue. 22 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,284336367133,https://www.ebay.es/itm/284336367133?hash=item4233c4a61d%3Ag%3AZE0AAOSwCpxf2DpU&LH_BIN=1,hometycoon,Mesillasdenoche,,Nuevo,
mesita noche,Mesita de Noche con 3 Cajones 40 x 40 x 61 cm Mesilla Rústica para Dormitorio ,"62,99 EUR",lun. 5 jul. y el lun. 12 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 14 días, el comprador paga los gastos de envío de la devolución",GRATIS,254974723966,https://www.ebay.es/itm/254974723966?hash=item3b5dad877e%3Ag%3AB30AAOSwsqtgmeUk&LH_BIN=1,yahee-2014,Muebles,,Nuevo,
mesita noche,Mesita de Noche con Cajón de Madera 40 x 30 x 61 cm para Dormitorio Salón,"49,99 EUR c/u",lun. 5 jul. y el lun. 12 jul. ,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución",GRATIS,254811283354,https://www.ebay.es/itm/254811283354?hash=item3b53ef9f9a%3Ag%3Ahm0AAOSwTMhf3FSh&LH_BIN=1,yahee-2014,Muebles,,Nuevo,
mesita noche,Mesitas - Mesita de noche flotante MANGO 39cm - Color Blanco Mate. ,"79,00 EUR c/u",mar. 6 jul.,"<span id=""sel-msku-variation"" style=""display:none"">554971264779</span>","reembolso de 14 días, el vendedor paga el envío de la devolución",GRATIS,255023536511,https://www.ebay.es/itm/255023536511?hash=item3b6096597f%3Ag%3Av7sAAOSwNsJgzy%7Ef&LH_BIN=1,garci-per,Muebles,,Nuevo,
mesita noche,Mesita de noche Slat,"183,72 EUR",mar. 6 jul. y el mié. 7 jul.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,334049938067,https://www.ebay.es/itm/334049938067?hash=item4dc6ed8a93%3Ag%3ApT0AAOSwrR1g0ieN&LH_BIN=1,dabudaehome,Muebles,,Nuevo,
mesita noche,Mesita de Noche Mesa 2Cajones Cama Habitación Madera Armario Práctico Dormitorio,"57,37 EUR",vie. 9 jul. y el jue. 22 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,203495541699,https://www.ebay.es/itm/203495541699?hash=item2f61478bc3%3Ag%3AWIQAAOSwgrlgL6aN&LH_BIN=1,besthome4you,Muebles,,Nuevo,
mesita noche,vidaXL Mesita de Noche Blanco de Aglomerado Armario Auxiliar Almacenaje Cama,"35,99 EUR",mié. 7 jul. y el jue. 8 jul.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,274478988128,https://www.ebay.es/itm/274478988128?hash=item3fe838fb60%3Ag%3ACmMAAOSwHZJfTalw&LH_BIN=1,vidaxl-es,Muebles,,Nuevo,
mesita noche,Mesita de noche CLASSIC ,"69,00 EUR",lun. 05 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">413790484959</span>","reembolso de 14 días, el comprador paga los gastos de envío de la devolución",Rápido y gratis,113667819914,https://www.ebay.es/itm/113667819914?hash=item1a7721498a%3Ag%3AVvoAAOSw9PZcd7hA&LH_BIN=1,topdormitorios-sl,Muebles,,Nuevo,
mesita noche,vidaXL Mesita de Noche Rectangular con Cajón Marrón con Dibujo Mesillla Cama,"49,99 EUR",mié. 7 jul. y el jue. 8 jul.,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,272390711760,https://www.ebay.es/itm/272390711760?hash=item3f6bc069d0%3Ag%3ASdMAAOSwLdpcrsei&LH_BIN=1,vidaxl-es,Muebles,,Nuevo,
mesita noche,Mesitas - Mesita de noche flotante LEWIS 55cm - Color Blanco Mate. ,"99,00 EUR c/u",mié. 7 jul.,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 14 días, el vendedor paga el envío de la devolución",GRATIS,255024033699,https://www.ebay.es/itm/255024033699?hash=item3b609defa3%3Ag%3AFJQAAOSwNrBgz61p&LH_BIN=1,garci-per,Muebles,,Nuevo,
mesita noche,"Mesita de Noche Estilo Industrial con Cajón Estante 48x40x51,5cm Teca y Negro","57,99 EUR",mar. 6 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,133698268496,https://www.ebay.es/itm/133698268496?_trkparms=ispr%3D1&hash=item1f2109ad50%3Ag%3AtX0AAOSw0HtgVA30&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSHYXPhGXR5uguexJBeHwfgb38WS6xZkNKSS7NHM2e1wAqmzVlb6%252F3tO6FsEXgBJFZmlpA%252FPo9lGx0rIBIhlqz%252BGqnnytHIq%252BNtyjswyoZsgrr4H%252Bw36KuAS%252BO39RlyXDA9tMws8FRy6ASItymXcquTE6on7skISIFCGeswP%252FarAU6vzZG7BU1yWJx6mCwyKchuQoDhxybqBVYhQimeUfQW4Zp4xUJYnuoGGW0SUcfBHVeALsR65ffSvRqsdksuKkYtk%252BquqhQQaPHFZNSyZKnn%252Bs8V2Jrfn4eIJ%252BiHmhVqnQEXc%252Bt4%252BmPyQWyWIcisiDHhy%252F9u0sXLivSxhTnoEmCauaam7%252FqyzdXInUCzIjZfmX6qIQ435dkcttQDTJDqts1M3jowTur6jp24EkN%252BxV4Rb7Zlh5%252FAE6%252FY%252BzVVrIwZQNCntl0SK3nZLAZt4pddLdcTKrLBIvMTYdsTbW%252FwBfmlY8AP%252BXUM0PuGpvc8c6ND8XgpRuHmsz6mH3JsltQD4uPlDSeG%252FFhs3DppesrKoBD0HSk9iLLDCYBeD95gmu9Q2u1fAW2fLP4VRDGF1C%252FQaVC2BmWT8d3rKvA39JnRP4K6y0XAzf3E%252FSCe%252Fz6d4LDLY6ZvH4nOx%252Bfq2DCuXcYNypvLSBFkq1h3GsPa6CYX%252F8VqPEVxS0nHAw7gsHBW0y3C1Fu6dE4w67hpjEz9TWktJ%252BmnMAaDsv2uRqsJ%252Fafc7coj01bSjc9V4OB4SG6xLRsvyDfZLdhrz5v%252BjjwWxFMqWVJjAgMsHwf1wafCIQ6xWVbbIkn7aXhGYMGadfI%252FU47QT1f4N9n6FDCdP6khgG8iBYm%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,aosom_es,Muebles,,Nuevo,
